Title,Link,Date,Medium,Dimensions,Object Number,Credit Line
Portrait of Thomas Congreve (1714-1777),http://onlinecollection.nationalgallery.ie/objects/8498/portrait-of-thomas-congreve-17141777?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1727,1739,Oil on canvas,47 x 59.7 cm,NGI.4344,"Purchased, 1981"
Portrait of Mrs Thomas Congreve (née Anna Catherine Handasyde),http://onlinecollection.nationalgallery.ie/objects/8499/portrait-of-mrs-thomas-congreve-nee-anna-catherine-handasyd?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1728,1739,Oil on canvas,47 x 59.7 cm,NGI.4345,"Purchased, 1981"
"Portrait of Denis Johnston (1901-1984), Playwright",http://onlinecollection.nationalgallery.ie/objects/8500/portrait-of-denis-johnston-19011984-playwright?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1729,N/A,Oil on canvas,74 x 62 cm,NGI.4346,"Presented, Miss Rhoda McGuinness, in memory of her sister, the Artist, 1981"
A Bowl of Flowers,http://onlinecollection.nationalgallery.ie/objects/8501/a-bowl-of-flowers?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1730,N/A,Oil on board,31 x 23 cm,NGI.4347,"Presented, 1981"
"Portrait of James White (b.1913), Director of the National Gallery of Ireland 1964-1980",http://onlinecollection.nationalgallery.ie/objects/8502/portrait-of-james-white-b1913-director-of-the-national-g?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1731,1981,Oil on canvas,75.5 x 62.5 cm,NGI.4348,"Purchased, 1981"
"Portrait of Cardinal Henry Benedict Maria Clement Stuart, Duke of York (1725-1807)",http://onlinecollection.nationalgallery.ie/objects/8503/portrait-of-cardinal-henry-benedict-maria-clement-stuart-du?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1732,c.1790,Oil on canvas,N/A,NGI.4349,"Purchased, 1981"
A Lady in a Window Holding a Bunch of Grapes,http://onlinecollection.nationalgallery.ie/objects/8504/a-lady-in-a-window-holding-a-bunch-of-grapes?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1733,c.1668,Oil on wood panel,26.2 x 21 cm,NGI.435,"Purchased, 1895"
"Frederick Hervey, Bishop of Derry and 4th Earl of Bristol (1730-1803), with his Granddaughter Lady Caroline Crichton (1779-1856), in the Gardens of the Villa Borghese, Rome",http://onlinecollection.nationalgallery.ie/objects/8505/frederick-hervey-bishop-of-derry-and-4th-earl-of-bristol-1?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1734,c.1790,Oil on canvas,224.4 x 199.5 cm,NGI.4350,"Purchased, 1981 (Lane Fund)"
The Restoration of the Temple at Jerusalem,http://onlinecollection.nationalgallery.ie/objects/8506/the-restoration-of-the-temple-at-jerusalem?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1735,c.1565-1585,Oil on canvas,112 x 172.2 cm,NGI.4351,"Purchased, 1981"
"Portrait of Patrick Hennessy (1915-1980), Artist",http://onlinecollection.nationalgallery.ie/objects/8507/portrait-of-patrick-hennessy-19151980-artist?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1736,c.1940,Oil on canvas,63 x 56 cm,NGI.4352,"Purchased, 1981"
Landscape with a Bog,http://onlinecollection.nationalgallery.ie/objects/8508/landscape-with-a-bog?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1737,20th century,N/A,61 x 51 cm,NGI.4353,"Presented, 1981"
Portrait of a Model,http://onlinecollection.nationalgallery.ie/objects/8509/portrait-of-a-model?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1738,20th century,Oil on canvas,41 x 51 cm,NGI.4354,"Presented, 1981"
Stella in a Flowered Hat,http://onlinecollection.nationalgallery.ie/objects/8510/stella-in-a-flowered-hat?ctx=5e393997-8eba-47da-8c1c-38783049f602&idx=1739,c.1907,Oil on canvas,65 x 54 cm,NGI.4355,"Purchased, 1981 (Shaw Fund)"
Boy Eating Cherries,http://onlinecollection.nationalgallery.ie/objects/8511/boy-eating-cherries?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1740,1895,Oil on board,52 x 41 cm,NGI.4356,"Presented, in memory of May Guinness, 1982"
Self-Portrait,http://onlinecollection.nationalgallery.ie/objects/8512/selfportrait?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1741,c.1930,Oil on canvas,53 x 43 cm,NGI.4357,"Purchased, 1982"
Landscape by the Coast,http://onlinecollection.nationalgallery.ie/objects/8513/landscape-by-the-coast?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1742,1910,Oil on panel,14 x 35 cm,NGI.4358,"Purchased, 1982"
Bath Time at the Creche,http://onlinecollection.nationalgallery.ie/objects/8514/bath-time-at-the-creche?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1743,c.1925,Oil on canvas,127 x 101 cm,NGI.4359,"Purchased, 1982"
Interior with Soldiers,http://onlinecollection.nationalgallery.ie/objects/8515/interior-with-soldiers?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1744,1632,Oil on wood panel,48.2 cm,NGI.436,"Purchased, 1895"
"Portrait of David Houston, Professor at the Royal College of Science",http://onlinecollection.nationalgallery.ie/objects/8516/portrait-of-david-houston-professor-at-the-royal-college-of?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1745,N/A,Oil on canvas,53 x 43 cm,NGI.4360,"Bequeathed, Mr Walter Houston, son of the Sitter, 1982"
"The Terrace, Saint-Tropez",http://onlinecollection.nationalgallery.ie/objects/8517/the-terrace-sainttropez?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1746,1898,Oil on canvas,72.5 x 91.5 cm,NGI.4361,"Purchased, 1982 (Shaw Fund)"
The Annunciation,http://onlinecollection.nationalgallery.ie/objects/8518/the-annunciation?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1747,17th century,Oil on copper,9.6 x 14.3 cm,NGI.4362,Provenance unknown
A Bay Racehorse with a Jockey in the Colours of Wyndham Quin,http://onlinecollection.nationalgallery.ie/objects/8519/a-bay-racehorse-with-a-jockey-in-the-colours-of-wyndham-quin?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1748,c.1770,Oil on canvas,97 x 123 cm,NGI.4363,"Purchased, 1982"
Military Manoeuvres,http://onlinecollection.nationalgallery.ie/objects/8520/military-manoeuvres?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1749,1891,Oil on canvas,148 x 240 cm,NGI.4364,"Purchased, 1982"
Portrait of Mrs Pamela Grove,http://onlinecollection.nationalgallery.ie/objects/8521/portrait-of-mrs-pamela-grove?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1750,1943/1945,Oil on canvas,91 x 75 cm,NGI.4365,"Bequeathed, Mrs Pamela Grove, the Sitter, through the Friends of the National Collections of Ireland, 1982"
Self-Portrait in the Artist's Studio,http://onlinecollection.nationalgallery.ie/objects/8522/selfportrait-in-the-artists-studio?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1751,1920,Oil on canvas,30.4 x 25.5 cm,NGI.4366,"Purchased, 1982"
The Continence of Scipio,http://onlinecollection.nationalgallery.ie/objects/8523/the-continence-of-scipio?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1752,c.1771,Oil on canvas,152.5 x 216 cm,NGI.4367,"Purchased, 1982 (Shaw Fund)"
"The Terrace of Villa Monticello, Nice",http://onlinecollection.nationalgallery.ie/objects/8524/the-terrace-of-villa-monticello-nice?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1753,1870s,Oil on board,N/A,NGI.4368,"Bequeathed, Mrs Hone, The Artist's Widow, 1919 (Accessioned 1951)"
"Portrait of Ann Clarke, the Artist's Daughter, later Mrs Bourke",http://onlinecollection.nationalgallery.ie/objects/8525/portrait-of-ann-clarke-the-artists-daughter-later-mrs-bou?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1754,N/A,Oil on canvas,91.5 x 71.2 cm,NGI.4369,"Presented, David Clarke, the Artist's son, 1982"
The Amphitheatre at Verona,http://onlinecollection.nationalgallery.ie/objects/8526/the-amphitheatre-at-verona?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1755,1845,Oil on board,37 x 27 cm,NGI.437,"Purchased, 1896"
Double Portrait of Bishop Robert Clayton (1695-1758) and his Wife Katherine (née Donnellan) (d.1766),http://onlinecollection.nationalgallery.ie/objects/8527/double-portrait-of-bishop-robert-clayton-16951758-and-his?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1756,c.1740,Oil on canvas,128 x 175 cm,NGI.4370,"Purchased, 1982"
Study of a Dead Zulu,http://onlinecollection.nationalgallery.ie/objects/8528/study-of-a-dead-zulu?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1757,N/A,Oil on canvas,32.3 x 42.3 cm,NGI.4371,"Presented, Mr Gordon Lambert, in memory of the Artist's daughter Brigid, 1983"
Portrait of a Girl,http://onlinecollection.nationalgallery.ie/objects/8529/portrait-of-a-girl?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1758,c.1917,Oil on canvas,48.5 x 42.3 cm,NGI.4372,"Purchased, 1980"
Head of a Peasant Woman,http://onlinecollection.nationalgallery.ie/objects/8530/head-of-a-peasant-woman?ctx=64d1e638-ae8c-4325-908b-40f1bebb42d2&idx=1759,c.1917,Oil on canvas,54.3 x 51.6 cm,NGI.4373,"Purchased, 1980"
Unfinished Head,http://onlinecollection.nationalgallery.ie/objects/8531/unfinished-head?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1760,c.1917,Oil on canvas,51 x 51.6 cm,NGI.4374,"Purchased, 1980"
Sunset,http://onlinecollection.nationalgallery.ie/objects/8532/sunset?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1761,c.1917,Oil on canvas,18.8 x 23.7 cm,NGI.4375,"Purchased, 1980"
Bay from the Cliffs,http://onlinecollection.nationalgallery.ie/objects/8533/bay-from-the-cliffs?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1762,c.1917,Oil on canvas,19.3 x 25.5 cm,NGI.4376,"Purchased, 1980"
"Portrait of Charles I, King of England (1600-1649)",http://onlinecollection.nationalgallery.ie/objects/8534/portrait-of-charles-i-king-of-england-16001649?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1763,17th century,Oil on canvas,171 x 145 cm,NGI.4377,"Presumed bequeathed, Mr Peter Sherlock, 1940"
Composition,http://onlinecollection.nationalgallery.ie/objects/8535/composition?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1764,1924,Oil on canvas,116 x 90 cm,NGI.4378,"Bequeathed, Miss R.S.R. Kirkpatrick, 1978"
Abstract,http://onlinecollection.nationalgallery.ie/objects/8536/abstract?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1765,?1925,Oil on canvas,65.3 x 93 cm,NGI.4379,"Bequeathed, 1979"
"So Called Portrait of ?Amalia van Solms, Princess of Orange (1602-1675)",http://onlinecollection.nationalgallery.ie/objects/8537/so-called-portrait-of-amalia-van-solms-princess-of-orange?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1766,N/A,Oil on canvas,75 x 61 cm,NGI.438,"Purchased, 1896"
A Stream near Mountains,http://onlinecollection.nationalgallery.ie/objects/8538/a-stream-near-mountains?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1767,1835,Oil on paper,13.7 x 20.2 cm,NGI.4380,"Purchased, 1971"
Trees in a Park,http://onlinecollection.nationalgallery.ie/objects/8539/trees-in-a-park?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1768,1835,Oil on paper,17.5 x 26.6 cm,NGI.4381,"Purchased, 1971"
"Hen's Castle, Lough Corrib, County Galway",http://onlinecollection.nationalgallery.ie/objects/8540/hens-castle-lough-corrib-county-galway?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1769,1837,Oil on paper,20.4 x 31 cm,NGI.4382,"Purchased, 1971"
"On the River Avon, County Wicklow",http://onlinecollection.nationalgallery.ie/objects/8541/on-the-river-avon-county-wicklow?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1770,1837,Oil on paper,20.3 x 31.2 cm,NGI.4383,"Purchased, 1971"
"Torc Waterfall, Killarney, County Kerry",http://onlinecollection.nationalgallery.ie/objects/8542/torc-waterfall-killarney-county-kerry?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1771,1838,Oil on paper,20 x 15.2 cm,NGI.4384,"Purchased, 1971"
Figures against Trees,http://onlinecollection.nationalgallery.ie/objects/8543/figures-against-trees?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1772,1839,Oil on paper,19 x 13.4 cm,NGI.4385,"Purchased, 1971"
"Near Arklow, County Wicklow",http://onlinecollection.nationalgallery.ie/objects/8544/near-arklow-county-wicklow?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1773,1840,Oil on paper,13.9 x 27.4 cm,NGI.4386,"Purchased, 1971"
"Near Garbally, County Galway",http://onlinecollection.nationalgallery.ie/objects/8545/near-garbally-county-galway?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1774,1841,Oil on board,20 x 31 cm,NGI.4387,"Purchased, 1971"
A Bridge on the River Dodder,http://onlinecollection.nationalgallery.ie/objects/8546/a-bridge-on-the-river-dodder?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1775,1841,Oil on board,19.1 x 24.8 cm,NGI.4388,"Purchased, 1971"
"Delphi, County Mayo",http://onlinecollection.nationalgallery.ie/objects/8547/delphi-county-mayo?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1776,1842,Oil on paper,12.4 x 17.4 cm,NGI.4389,"Purchased, 1971"
A Connemara Girl,http://onlinecollection.nationalgallery.ie/objects/8549/a-connemara-girl?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1777,1842,Oil on paper,21.5 x 14.6 cm,NGI.4390,"Purchased, 1971"
Cottage by a Stream,http://onlinecollection.nationalgallery.ie/objects/8550/cottage-by-a-stream?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1778,1842,Oil on paper,25.7 x 17.7 cm,NGI.4391,"Purchased, 1971"
Woman at Work outside a Cottage,http://onlinecollection.nationalgallery.ie/objects/8551/woman-at-work-outside-a-cottage?ctx=fd5938ad-e923-484c-a815-ca426431b402&idx=1779,1842,Oil on paper,20.1 x 30.9 cm,NGI.4392,"Purchased, 1971"
"The Salmon Leap, Leixlip, County Kildare",http://onlinecollection.nationalgallery.ie/objects/8552/the-salmon-leap-leixlip-county-kildare?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1780,1842,Oil on paper,12.9 x 20.2 cm,NGI.4393,"Purchased, 1971"
Ruined Castle by Water,http://onlinecollection.nationalgallery.ie/objects/8553/ruined-castle-by-water?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1781,1842,Oil on paper,15.5 x 20.2 cm,NGI.4394,"Purchased, 1971"
Trees by a Stream,http://onlinecollection.nationalgallery.ie/objects/8554/trees-by-a-stream?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1782,1842,Oil on paper,15.4 x 20.4 cm,NGI.4395,"Purchased, 1971"
Country Scene with Cottage,http://onlinecollection.nationalgallery.ie/objects/8555/country-scene-with-cottage?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1783,1842,Oil on paper,20.4 x 15.5 cm,NGI.4396,"Purchased, 1971"
A Windmill; Woodland Glade (on reverse),http://onlinecollection.nationalgallery.ie/objects/8556/a-windmill-woodland-glade-on-reverse?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1784,1841,Oil on paper,17.9 x 25.8 cm,NGI.4397,"Purchased, 1971"
Sunset beyond a Bridge,http://onlinecollection.nationalgallery.ie/objects/8557/sunset-beyond-a-bridge?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1785,1843,Oil on canvas,14.7 x 21.7 cm,NGI.4398,"Purchased, 1971"
Rocky Ravine,http://onlinecollection.nationalgallery.ie/objects/8558/rocky-ravine?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1786,1843,Oil on paper,20.2 x 30.5 cm,NGI.4399,"Purchased, 1971"
Landscape with a Shooting Party,http://onlinecollection.nationalgallery.ie/objects/8559/landscape-with-a-shooting-party?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1787,1648-1650,Oil on wood panel,58.8 x 84 cm,NGI.44,"Purchased, 1873"
"A Piping Boy: John Camillus Hone (1759-1836), the Artist's Son",http://onlinecollection.nationalgallery.ie/objects/8560/a-piping-boy-john-camillus-hone-17591836-the-artists-s?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1788,1769,Oil on canvas,36.8 x 32 cm,NGI.440,"Purchased, 1896"
An Estuary at Evening,http://onlinecollection.nationalgallery.ie/objects/8561/an-estuary-at-evening?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1789,1843,Oil on paper,27.2 x 37.4 cm,NGI.4400,"Purchased, 1971"
Mountain Waterfall,http://onlinecollection.nationalgallery.ie/objects/8562/mountain-waterfall?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1790,1843,Oil on paper,30.7 x 20.5 cm,NGI.4401,"Purchased, 1971"
"Near Plymouth, Devon",http://onlinecollection.nationalgallery.ie/objects/8563/near-plymouth-devon?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1791,1844,Oil on board,23.8 x 31.7 cm,NGI.4402,"Purchased, 1971"
"Glenmalure, County Wicklow",http://onlinecollection.nationalgallery.ie/objects/8564/glenmalure-county-wicklow?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1792,1849,Oil on paper,26.7 x 37.5 cm,NGI.4403,"Purchased, 1971"
Rocky Waterfall,http://onlinecollection.nationalgallery.ie/objects/8565/rocky-waterfall?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1793,1849,Oil on paper,20.4 x 15.5 cm,NGI.4404,"Purchased, 1971"
Figures by a Woodland Pool,http://onlinecollection.nationalgallery.ie/objects/8566/figures-by-a-woodland-pool?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1794,1850,Oil on paper,17.8 x 25.7 cm,NGI.4405,"Purchased, 1971"
Cattle Drinking,http://onlinecollection.nationalgallery.ie/objects/8567/cattle-drinking?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1795,1850,Oil on paper,17.8 x 23.8 cm,NGI.4406,"Purchased, 1971"
Woman Walking near a Ruin,http://onlinecollection.nationalgallery.ie/objects/8568/woman-walking-near-a-ruin?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1796,1852,Oil on paper,12 x 15.9 cm,NGI.4407,"Purchased, 1971"
A Fisherman in a Stream,http://onlinecollection.nationalgallery.ie/objects/8569/a-fisherman-in-a-stream?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1797,1852,Oil on paper,15.3 x 22 cm,NGI.4408,"Purchased, 1971"
Boatmen on a Lake,http://onlinecollection.nationalgallery.ie/objects/8570/boatmen-on-a-lake?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1798,1853,Oil on paper,17.8 x 25.7 cm,NGI.4409,"Purchased, 1971"
The Resurrection,http://onlinecollection.nationalgallery.ie/objects/8571/the-resurrection?ctx=07f35683-0c51-4480-bc3b-049799199d39&idx=1799,1651-1656,Oil on wood panel,30.5 x 20.7 cm,NGI.441,"Purchased, 1896"
Cottage by a Bridge,http://onlinecollection.nationalgallery.ie/objects/8572/cottage-by-a-bridge?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1800,1853,Oil on paper,17.8 x 25.7 cm,NGI.4410,"Purchased, 1971"
A Man on Horseback and other Figures,http://onlinecollection.nationalgallery.ie/objects/8573/a-man-on-horseback-and-other-figures?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1801,1857,Oil on paper,26.8 x 37.3 cm,NGI.4411,"Purchased, 1971"
A Woodland Stream,http://onlinecollection.nationalgallery.ie/objects/8574/a-woodland-stream?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1802,1857,Oil on paper,17.8 x 25.8 cm,NGI.4412,"Purchased, 1971"
"Raglan Castle, Wales",http://onlinecollection.nationalgallery.ie/objects/8575/raglan-castle-wales?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1803,1857,Oil on paper,31.9 x 45.8 cm,NGI.4413,"Purchased, 1971"
Haymaking,http://onlinecollection.nationalgallery.ie/objects/8576/haymaking?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1804,1857,Oil on paper,26.8 x 37.4 cm,NGI.4414,"Purchased, 1971"
Upper Lake Glendalough,http://onlinecollection.nationalgallery.ie/objects/8577/upper-lake-glendalough?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1805,1858,Oil on paper,17.6 x 25.7 cm,NGI.4415,"Purchased, 1971"
County Donegal Landscape,http://onlinecollection.nationalgallery.ie/objects/8578/county-donegal-landscape?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1806,1856,Oil on paper,17 x 13.2 cm,NGI.4416,"Purchased, 1971"
"View towards the Great and Little Sugarloaf Mountains, County Wicklow",http://onlinecollection.nationalgallery.ie/objects/8579/view-towards-the-great-and-little-sugarloaf-mountains-count?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1807,1861,Oil on paper,27.5 x 37.5 cm,NGI.4417,"Purchased, 1971"
Rustic Scene with Figures,http://onlinecollection.nationalgallery.ie/objects/8580/rustic-scene-with-figures?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1808,1861,Oil on paper,27.3 x 37.6 cm,NGI.4418,"Purchased, 1971"
A House against Trees,http://onlinecollection.nationalgallery.ie/objects/8581/a-house-against-trees?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1809,1862,Oil on paper,26.7 x 37.4 cm,NGI.4419,"Purchased, 1971"
Judith with the Head of Holofernes,http://onlinecollection.nationalgallery.ie/objects/8582/judith-with-the-head-of-holofernes?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1810,c.1495-1500,Tempera on linen,48.1 x 36.7 cm,NGI.442,"Purchased, 1896"
Dr Young of Monaghan,http://onlinecollection.nationalgallery.ie/objects/8583/dr-young-of-monaghan?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1811,1862,Oil on board,40.5 x 30.2 cm,NGI.4420,"Purchased, 1971"
Cattle near a River,http://onlinecollection.nationalgallery.ie/objects/8584/cattle-near-a-river?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1812,1863,Oil on paper,27.1 x 37.5 cm,NGI.4421,"Purchased, 1971"
"Rocky Cliffs at Howth, County Dublin",http://onlinecollection.nationalgallery.ie/objects/8585/rocky-cliffs-at-howth-county-dublin?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1813,1863,Oil on paper,25.7 x 17.6 cm,NGI.4422,"Purchased, 1971"
Cottage Scene,http://onlinecollection.nationalgallery.ie/objects/8586/cottage-scene?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1814,1864,Oil on canvas,20.9 x 28.4 cm,NGI.4423,"Purchased, 1971"
"Trees in Phoenix Park, Dublin",http://onlinecollection.nationalgallery.ie/objects/8587/trees-in-phoenix-park-dublin?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1815,1864,N/A,18 x 26.8 cm,NGI.4424,"Purchased, 1971"
"The Salmon Leap at Oughterard, County Galway",http://onlinecollection.nationalgallery.ie/objects/8588/the-salmon-leap-at-oughterard-county-galway?ctx=f94b47b0-7d72-43b0-a085-5880d8dbbc6b&idx=1816,1869,Oil on paper,20.4 x 30.8 cm,NGI.4425,"Purchased, 1971"
